,customer_id,event,time,offer id,reward
13092,be01dde700574797b5dc59b0ad45242f,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
13100,08d06b602c844926a037b0b253901d52,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
13106,310481d911904e7893fac7229a608be8,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
13123,dee3814fa583456a8f6635b45a0ba641,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
13130,b6e07f29867b4284aa42106bdc4d51d3,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
13140,72b5a6743ee84f01a40fd6f1a378c560,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
13155,dfb467ce80d54545ae7ffc103b8fba35,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
13181,c2f2e7f440bc45738b2fbea9b58217bd,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
13183,a45b69f1c8554ae7af83e74426ca437a,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
13206,a9a088afe7f54587bb28b723d403f476,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
13217,d885cede482e4a03b42991c72c254265,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
13253,ce00548e34ef41ec93e4fbbe6a05d05c,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
13304,5725b27c56ce42bb86569bd965ab35eb,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
13351,bb77ce209b4a4ca89349030aea4b949e,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
13377,86b493a2b7554a11aedf51eca0c6b033,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
13380,b1b28e36ca0d4c849f7a9204a9a78eff,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
13382,2459a2c15aa6485786c095a1d5b39d18,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
13386,917dee13d24f45548be30b7bb32ba50d,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
13395,9d761dd3dffa40b584ea9e0030d7083e,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
13409,b49c9836c2c84ebbb3a007739527ffc2,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
13429,76244aaaebc54b67b4d0e236a58c6ff3,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
13434,c8c7d3b6effd4f518878e42f7d5428a1,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
13443,645bdee43b0f43899320fcb0b427084c,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
13461,029e063479234fb1b6c8727c3d45de62,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
13472,83d2641895054948946aa6e898b85632,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
13480,a52af30da74d48c582ff6735cc3d41c0,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
13494,f15a85e0d2f946cf8b1e6f8e99b1a72d,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
13534,1b280e5d01d444ddba1b3871e0ac3bbe,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
13539,e039a7776e2d4ebfbb5b240e3811c0a3,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
13553,686337f3cd1d4f548af8dcf79b727954,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
13557,0ac4cc504d9047d3aac00d5c8417f784,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
13562,3c2f772174ea4c4fa501a2275a614876,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
13573,b64b461c1e4547359eb09ad574ff6f5d,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
13579,0206e1388c34454caba2b7fce3123943,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
13582,dd2f15d3224349b3a54cbb4a91e89e0c,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
13585,461f33f4bfad4209944e465e620039eb,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
13607,257ea016615b44b9ba7caca046d0261a,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
13612,1e8afbff73494145a26f9b5475dfc9f6,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
13623,42047da7b4444c408754ec94d113ee5f,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
13643,42f0d273d2914b0192bd37a37888df36,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
13660,24ab1d9c55254e8eb9d263f3bf3d98fc,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
13696,6200620f3420479c9a00f5481fa4f0a3,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
13738,7c03888c7d2442c3bf00bdc22716e534,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
13744,25d1e76f7c0b43579b0e5a07cc827bf5,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
13752,787d7fac9488408b99bc4be662ae2655,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
13763,5dda3558f4704bf9a5e46c115cf2f6b7,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
13771,292117548f3e4adebb5b5f896e479f13,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
13794,0f4a68826e204f45be2a1103dcc5b014,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
13806,2cef524a7be341e0b51ff1a3b1228a78,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
13808,020cd0f8047142e18a754303f9337d53,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
13829,6654aee73c3b477da42ca1b585562e95,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
13833,40bbc83401e74e71ace9e09af32c516e,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
13838,3bfb10e9ca4f4e6292425d16c0c1cff3,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
13845,95d6656ab3d74c309ba5cd64099aadfd,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
13852,d212052a213842e7863821f278bc4bdf,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
13873,4468048bdc5548238d2ee46de738eb39,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
13876,41486bbaab7a49e2afc05d2b48d3b00f,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
13881,05f4d69f73024172a23a350e611166b4,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
13902,6c7eda4aff42485d8a6c4868c0739857,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
13914,d162eae1102148a9883683a11f4f05f4,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
13923,52eb99f0838e4d69b3a33cdfd899f5a6,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
13927,7b53d7ddc0d64a929d216857837bdab6,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
13930,a138d7637a054c37800609decf35c5c6,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
13948,a05d5de8d4314ec19162578f67af3fee,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
13953,33834c812b4e47e4955093ad03f6117a,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
13965,c0231649f05d40889e3a6e1172303b37,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
13976,3b84fac9ca1148bb96b133ced98f565a,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
13998,dd2d770b5b9f41bd9382964971dde25e,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
14007,329a9b32e7e0475cb2643125919c4d90,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
14012,53426d80b1f7435284264b934478a750,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
14016,5da599f0f0ca40a6916e28487a55e655,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
14057,dffe25b1294f4166a72f73f57926214e,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
14083,2bd89e48c6b44c2c8f4742c4188af542,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
14086,4f822bd53d0d4af2b511355890d33c07,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
14098,43005ea0767043898ec9ae15e0a64e33,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
14115,d643a3df453d42f4a5790a1ffb15b488,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
14134,e020fbd77c5445d6be1d8fba3dea9934,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
14147,4d532ed0e6de4994a4eb3d04de0b3bc7,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
14149,1a39a01830e44e4aaa9aa037c23b4bcc,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
14163,869877ca821a4a0c8398e47cdc4b4312,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
14197,9d1a80ee80274a7b843e92e17208c99b,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
14212,8c14daeddfbe41c4bc574cfc6acdf2ff,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
14218,4e755b41845349b4bc3c2ae60902ee13,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
14237,e88b9aaa938c446289fb909cffeaa255,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
14241,b4fab356e0a94cd3912b53c475573909,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
14259,37f7b59a483e4201bf5fc0d99978622f,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
14261,9643b1f0557945f2940b96743fd128e4,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
14265,aa8159bbe9134ccfb6d7807714c8ea19,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
14283,53879247fce049dd9e8d55da657fe9a1,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
14291,872683bcd7534cebbed03becb39014d9,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
14322,27e9b15f6003425495278e6aa2ea2366,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
14325,2e6f1b4a2bea4207bcfbcee2b6efcdbc,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
14346,0975267d50f7470da79d18591352e13d,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
14356,a6c6bc7bbbaa46f4a7c36d036cf537b2,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
14421,aea3357bef1c44a180ae8e217df12fa0,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
14450,f8e1a46daab849268feecf21ba67ae50,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
14458,80bc3a67e3ff43c491da0f3cd28bc3fa,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
14462,25a6a84ea8f74fcaac3768c839b1a8a6,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
14473,91076437219d41eeab0035d1e1419925,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
14482,a8fcc392843343428db13c0814f7d5b3,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
14488,11edb6a7da284f19a8a1da5e7c0c9652,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
14505,b34eb5a525e5497897275dcd8b5e7ff2,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
14527,ed84d24d38fd43feab88ed5c6a489124,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
14541,3d073e2d43f04815a4c84e53b36e3a5c,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
14547,9096694eb31b4b9fb9c12fa9c626d028,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
14567,1f99f39237164b17a8b6848f4ce881c3,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
14597,906e0eeff3bc43d79e3686adf7232594,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
14607,bf5783772fee4f2ab126f07bf3be80f1,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
14617,81d8b9eb710c49f6ada2ae0af9fa9be1,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
14628,7c6e3fb8f20a444b949c6d94ace44f02,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
14634,89471970d2fc4f5ebe1712424467d0b5,offer completed,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
14638,2170ec957f354a51a6e41ecd1a9a8f36,offer completed,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
14687,12adf13711144814b9dabf37838edb47,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
14691,5d3f09e7ccb5466d875925d63db35f72,offer completed,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
14704,a87dd5ea878444f08ab557b145c5377c,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
14746,c5aefbc176c24b2d892c19155a5df84a,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
14756,640052628384401ea425fba9441a8d2f,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
14761,d0dac503d6f3416aa15c388ce2aff530,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
14779,2520c1ca400d43f4bf52ed6f482a6a75,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
14812,864162f4e89942f6a1391ac5f2142fc3,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
14826,eadded7715674f5baf27721e68c930e6,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
14848,3afdcadc6c364dbd93a68d29b6abbcb8,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
14851,b9dd94b4eeac44c2b7e3127256772052,offer completed,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
14863,2bd1b8cdd34f4e6d99c1d243cb7b1707,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
14867,0ff55591a7c54f74b0c125c9ba18590d,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
14880,c9f8fc7c8a614ca7af15206f59f99cb2,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
14894,f2b8206c03384a19819420abd6c80680,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
14901,2fb4578848f34ce4b779cdf4e7baa732,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
14938,8692060470dd472385a617029e19fc91,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
14954,1512f8872f5443d69b4416bbf672dcb9,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
14992,1997b4c538804d42bac6d58c32ec26b4,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
15030,401b7219cb274c57ae4d07232f029e0f,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
15065,9aa538ebf4704f10b8c53e221e6e1efe,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
15086,9ab70826a6ae46848c108fd59643355d,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
15091,3b3f94dcf71d4d87884b335b9301b1c6,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
15094,a7b4125e7dee473cae2c1aa45a7978be,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
15108,ed213022de554001874b97fcff479283,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
15123,1d4accd4959644ffbf54d95ce72ce03b,offer completed,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
15132,e6e3ef82d604433bafcf9edbbc0b5637,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
15135,a5c24057de1147a798422162559bbe83,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
15141,b10f5a1006c249dca0faa1c4cbb54322,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
15146,e1eeb00d88264a7ebcdde3b49e910442,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
15151,a6af69d4f60e49adb49022aba7a6392b,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
15166,d3280ab59cf24b639ca87d7595108e67,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
15173,e8c52866c69f4a44bcb3a012d7cbbcf7,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
15191,2cf11dc12eb14bec91363b1a67807206,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
15194,9206ea0810554e108e66f0cc3058b539,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
15199,93afa7690b4545beaa80d6137191a204,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
15213,15d906eaa284480fb8120f0589368b1d,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
15218,d5e2f2e2b5be45ed888c42f4997a6a1f,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
15226,c2215f480a39490e8830b7700cf6f7b7,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
15249,42356a716cc04449888a67939d08a18b,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
15252,1bd41beee6624c11a3c8948ab7df415e,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
15258,a5b13a923611434dadcb9e000abbd361,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
15268,64763980a84b4d7d898a734898b82f93,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
15272,e3d702e7f76e4b7abf3504037b4618e7,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
15303,3d6dda5a29c345fa99982972c7012b15,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
15311,d3cddb41ae3b43edaa67777501c32e45,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
15329,fa30b94ef4014d5c9a34d09b785e0d20,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
15336,c0e7f053eb564c528c3a5a920e7f8604,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
15361,d5e320154bed471592aeee77ca14c085,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
15396,ae11c6794bcd4afbb6207e7f6722d93d,offer completed,0,2298d6c36e964ae4a3e7e9706d1fb8c2,3
15406,9036c74e796741abadcd03cdede004b5,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
15423,d8d2466b53034391b840556be4b1be2c,offer completed,0,fafdcd668e3743c1bb461111dcafc2a4,2
15430,e8fb6c8da3794b2ab602b065b3435f43,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
15470,3c88696ac23741cb8a709d656fe5ccdf,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
15498,982f55c5b5f742c1a7edcdfce10f067b,offer completed,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
15509,ba620885e51c4b0ea64a4f61daad494f,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
15512,e628fd3ca1f3489bac3d02975647f286,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
15521,2c107d718e614961ae18c8ef2af37b03,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
15532,0b64be3b241c4407a5c9a71781173829,offer completed,0,ae264e3637204a6fb9bb56bc8210ddfd,0
15536,1593d617fac246ef8e50dbb0ffd77f5f,offer completed,0,2906b810c7d4411798c6938adc9daaa5,2
15541,f367a50b86d049799bbb0eb645ee834c,offer completed,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0
15550,d5d487cfdc5b456b84b7881ad5d3640b,offer completed,0,f19421c1d4aa40978ebb69ca19b0e20d,5
15564,102e9454054946fda62242d2e176fdce,offer completed,6,4d5c57ea9a6940dd891ad53e9dbe8da0,0
15595,d0be9ff460964c3398a33ad9b2829f3a,offer completed,6,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
15598,c610bd00615c41079c7a1a33f76d9228,offer completed,6,f19421c1d4aa40978ebb69ca19b0e20d,5
15601,62fb072537a647a89f99fb9ea66a7c00,offer completed,6,fafdcd668e3743c1bb461111dcafc2a4,2
15612,717a423a31284ce1b767cad1c471d968,offer completed,6,2298d6c36e964ae4a3e7e9706d1fb8c2,3
15630,580282318a424572b41b1ad3516eb976,offer completed,6,ae264e3637204a6fb9bb56bc8210ddfd,0
15639,0ac4ad9e2a114350a35d4bd48cb92617,offer completed,6,2298d6c36e964ae4a3e7e9706d1fb8c2,3
15649,309e6ef35e8746ec9031a781304bd5cd,offer completed,6,4d5c57ea9a6940dd891ad53e9dbe8da0,0
15652,9ab83b0a9fe74e4ead33c741bcc4c2ea,offer completed,6,fafdcd668e3743c1bb461111dcafc2a4,2
15665,01b6d7e8f0884deb936a8a7f15dba895,offer completed,6,4d5c57ea9a6940dd891ad53e9dbe8da0,0
15669,0091d2b6a5ea4defaa8393e4e816db60,offer completed,6,4d5c57ea9a6940dd891ad53e9dbe8da0,0
15671,1148ad32c9a74c2096e4cbbbf8bf681f,offer completed,6,f19421c1d4aa40978ebb69ca19b0e20d,5
15676,7e45faba0a8346379d0c296f1df8ae1d,offer completed,6,4d5c57ea9a6940dd891ad53e9dbe8da0,0
15686,4306f7eff9f14072833008e7b63ac535,offer completed,6,ae264e3637204a6fb9bb56bc8210ddfd,0
15688,e40a30e3e700408388a01b8654001020,offer completed,6,fafdcd668e3743c1bb461111dcafc2a4,2
15707,5a170594b50f41d9bcacc6c05e6271dd,offer completed,6,4d5c57ea9a6940dd891ad53e9dbe8da0,0
15711,3347e14dfe1f4526b14f3f849b2fc669,offer completed,6,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
15714,533435d3beb342c69c8d6a00947b7a4a,offer completed,6,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
15731,7b249c93b5194a65911b9851729caa4b,offer completed,6,fafdcd668e3743c1bb461111dcafc2a4,2
15746,fdd13fa0fcce4e7492b5585b7ba639c4,offer completed,6,f19421c1d4aa40978ebb69ca19b0e20d,5
15760,bc6f88a8565a43f1883155c8f359bcb0,offer completed,6,2298d6c36e964ae4a3e7e9706d1fb8c2,3
15764,5a2660b89e314721b25f2b966846a497,offer completed,6,fafdcd668e3743c1bb461111dcafc2a4,2
15776,24ca64fbcf5e433fba3554d60b0d0433,offer completed,6,fafdcd668e3743c1bb461111dcafc2a4,2
15784,d0de5df4a59845fc865659b10adfb80e,offer completed,6,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
15821,3ede3a9841e64eadb5b9abcc6be35b5c,offer completed,6,2298d6c36e964ae4a3e7e9706d1fb8c2,3
15827,fcd99b61afe74be29d9b3826109b868a,offer completed,6,4d5c57ea9a6940dd891ad53e9dbe8da0,0
15829,4caa9fa951a3419084570450dfd6daa3,offer completed,6,f19421c1d4aa40978ebb69ca19b0e20d,5
15831,dfa52c8a51b8423896bb8cab78503c60,offer completed,6,4d5c57ea9a6940dd891ad53e9dbe8da0,0
15838,7104c937e25148bda396c5a0cbdf3959,offer completed,6,2298d6c36e964ae4a3e7e9706d1fb8c2,3
15861,c2bc882929e344979d9e8a14945ec8e0,offer completed,6,fafdcd668e3743c1bb461111dcafc2a4,2
15876,79790a9f1dba499e93964e8eeb52fe67,offer completed,6,ae264e3637204a6fb9bb56bc8210ddfd,0
